ID	Q1	Q3	RT	DP	CE	Compound name	Classes	Identification	SMILES	InChI	Library ID	keggID	Molecular formula	Observed mass (Da)	Exact mass (Da)	Accurate mass error (ppm)	Ionization model	Precursor ions (Q1)	Product ions (Q3)	Q4	Q5	Q6	Q7	Q8
mr774	215.1	72.1	2.2	70	30	Valylproline	Amino acid derivative	putative	CC(C)C(N)C(=O)N1CCCC1C(=O)O	InChI=1S/C10H18N2O3/c1-6(2)8(11)9(13)12-5-3-4-7(12)10(14)15/h6-8H,3-5,11H2,1-2H3,(H,14,15)	MS000000622		C10H18N2O3	214.265	214.1317	181.9	H+	215.1393	72.1	70.1	116.1	55.1	57.1	53
mr1356	230.2	212.1	8.7	50	10	Caproylglycine	Amino acid derivative	putative	CCCCCC(=O)NCC(=O)O	InChI=1S/C8H15NO3/c1-2-3-4-5-7(10)9-6-8(11)12/h2-6H2,1H3,(H,9,10)(H,11,12)	MS000000925		C8H15NO3	173.212	173.1052	324008.5	H+	230.1755	212.1	62.1	99			
mr734	164.1	147	4.1	70	20	4-Acetamidobenzaldehyde	Other	putative	CC(=O)Nc1ccc(C=O)cc1	InChI=1S/C9H9NO2/c1-7(12)10-9-4-2-8(6-11)3-5-9/h2-6H,1H3,(H,10,12)	MS000001010		C9H9NO2	163.176	163.0633	180.6	H+	164.0705	147	137.1	119	149		
mal-tyr	180.1	121	4.4	30	20	3-Methoxymethamphetamine	Other	putative	CNC(C)Cc1cccc(OC)c1	InChI=1S/C11H17NO/c1-9(12-2)7-10-5-4-6-11(8-10)13-3/h4-6,8-9,12H,7H2,1-3H3	MS000001361		C11H17NO	179.263	179.131	213.5	H+	180.1382	121	149.1	91.1	109.1	134.1	93.1
S15-1475	235.1	158.1	5	10	20	5-Methoxytryptophan	Amino acid derivative	putative	COc1ccc2[nH]cc(CC(N)C(=O)O)c2c1	InChI=1S/C12H14N2O3/c1-17-8-2-3-11-9(5-8)7(6-14-11)4-10(13)12(15)16/h2-3,5-6,10,14H,4,13H2,1H3,(H,15,16)	MS000001994		C12H14N2O3	234.255	234.1004	32.7	H+	235.1077	158.1	130.1	148.1	89	133.1	102
mr2051	190.1	144.1	4.7	40	50	2-Aminooctanedioic acid	Organic acid	putative	NC(CCCCCC(=O)O)C(=O)O	InChI=1S/C8H15NO4/c9-6(8(12)13)4-2-1-3-5-7(10)11/h6H,1-5,9H2,(H,10,11)(H,12,13)	MS000002668		C8H15NO4	189.211	189.1001	38.9	H+	190.1073	144.1	85.1	102.1	148.1	67.1	
wm0045	217.1	135.1	11.5	20	10	Diethyl acetylsuccinate	Other	putative	CCOC(=O)CC(C(C)=O)C(=O)OCC	InChI=1S/C10H16O5/c1-4-14-9(12)6-8(7(3)11)10(13)15-5-2/h8H,4-6H2,1-3H3	MS000002675		C10H16O5	216.233	216.0998	32.6	H+	217.107	135.1	151	181.1	153.1	194	86.1
mr872	183.1	137	2.6	70	10	Ethyl protocatechuate	Polyphenol	putative	CCOC(=O)c1ccc(O)c(O)c1	InChI=1S/C9H10O4/c1-2-13-9(12)6-3-4-7(10)8(11)5-6/h3-5,10-11H,2H2,1H3	MS000002805		C9H10O4	182.175	182.0579	191.4	H+	183.0652	137	111	155	93	121.1	109
mr705	323.1	147	7.7	60	30	N-p-Coumaroylserotonin	Phenolamide	standard	O=C(C=Cc1ccc(O)cc1)NCCc1c[nH]c2ccc(O)cc12	InChI=1S/C19H18N2O3/c22-15-4-1-13(2-5-15)3-8-19(24)20-10-9-14-12-21-18-7-6-16(23)11-17(14)18/h1-8,11-12,21-23H,9-10H2,(H,20,24)	MS000004197		C19H18N2O3	322.364	322.1317	120.9	H+	323.1386	147	160.1	119	91.1	177.1	
mr936	324.3	306.2	15.6	60	40	Pinolenic acid ethyl ester	Lipid	putative	CCCCCC=CCC=CCCC=CCCCC(=O)OCC	InChI=1S/C20H34O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h8-9,11-12,15-16H,3-7,10,13-14,17-19H2,1-2H3	MS000004336		C20H34O2	306.49	306.2559	55629.5	NH4+	324.2897	306.2	245.2	263.4			
mr1049	197.1	105.1	7	70	20	2-Methylbenzophenone	Other	putative	Cc1ccccc1C(=O)c1ccccc1	InChI=1S/C14H12O/c1-11-7-5-6-10-13(11)14(15)12-8-3-2-4-9-12/h2-10H,1H3	MS000004671		C14H12O	196.249	196.0888	20.1	H+	197.0961	105.1	151.2	115.1	91.2	77.1	
mr1700	349.3	179	15.3	80	30	3-Methyl-5-(5,5,8a-trimethyl-2-methylene-7-oxodecahydro-1-naphthalenyl)pentyl acetate	Other	putative	C=C1CCC2C(C)(C)CC(=O)CC2(C)C1CCC(C)CCOC(C)=O	InChI=1S/C22H36O3/c1-15(11-12-25-17(3)23)7-9-19-16(2)8-10-20-21(4,5)13-18(24)14-22(19,20)6/h15,19-20H,2,7-14H2,1,3-6H3	MS000006471		C22H36O3	348.527	348.2664	75.7	H+	349.271	179	177.1	71			
mr187	162.1	59.9	1.1	30	20	Methyl 2-[(2-methoxy-2-oxoethyl)amino]acetate	Other	putative	COC(=O)CNCC(=O)OC	InChI=1S/C6H11NO4/c1-10-5(8)3-7-4-6(9)11-2/h7H,3-4H2,1-2H3	MS000006740		C6H11NO4	161.157	161.0688	148.7	H+	162.0761	59.9	84.2	116.2	98.2		
mr638	126.1	109.1	1.2	50	30	N-Methylhistamine	Amino acid derivative	putative	CNCCc1cnc[nH]1	InChI=1S/C6H11N3/c1-7-3-2-6-4-8-5-9-6/h4-5,7H,2-3H2,1H3,(H,8,9)	MS000007550		C6H11N3	125.175	125.0953	20.4	H+	126.1026	109.1	83.1	81	55.1	67	69
mr1448	138.1	108	6.4	40	30	Methyl Nicotinate	Other	standard	COC(=O)c1cccnc1	InChI=1S/C7H7NO2/c1-10-7(9)6-3-2-4-8-5-6/h2-5H,1H3	MS000007681		C7H7NO2	137.138	137.0477	328.7	H+	138.0546	108	124	106			
mr1193	312.1	180.2	4.5	20	20	N2, N2-Dimethylguanosine	Nucleic acid derivative	putative	CN(C)c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2n1	InChI=1S/C12H17N5O5/c1-16(2)12-14-9-6(10(21)15-12)13-4-17(9)11-8(20)7(19)5(3-18)22-11/h4-5,7-8,11,18-20H,3H2,1-2H3,(H,14,15,21)	MS000008294		C12H17N5O5	311.298	311.123	97.2	H+	312.1305	180.2	222.2	135.1	110.1		
mr4046	282.1	150.1	4.5	20	50	2-methyladenosine	Nucleic acid derivative	standard	Cc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1	InChI=1S/C11H15N5O4/c1-4-14-9(12)6-10(15-4)16(3-13-6)11-8(19)7(18)5(2-17)20-11/h3,5,7-8,11,17-19H,2H2,1H3,(H2,12,14,15)	MS000008477		C11H15N5O4	281.272	281.1124	69.9	H+	282.119	150.1	120	69			
IAA-Val	275	130	8.8	70	40	IAA-Val	Phytohormone derivative	standard	CC(C)C(NC(=O)Cc1c[nH]c2ccccc12)C(=O)O	InChI=1S/C15H18N2O3/c1-9(2)14(15(19)20)17-13(18)7-10-8-16-12-6-4-3-5-11(10)12/h3-6,8-9,14,16H,7H2,1-2H3,(H,17,18)(H,19,20)	MS000009494		C15H18N2O3	274.32	274.1317	506.9								
IAA-Phe	323	130	10	60	60	IAA-Phe	Phytohormone derivative	standard	O=C(Cc1c[nH]c2ccccc12)NC(Cc1ccccc1)C(=O)O	InChI=1S/C19H18N2O3/c22-18(11-14-12-20-16-9-5-4-8-15(14)16)21-17(19(23)24)10-13-6-2-1-3-7-13/h1-9,12,17,20H,10-11H2,(H,21,22)(H,23,24)	MS000009895		C19H18N2O3	322.364	322.1317	431.3								
mr711	351.2	334.2	9.4	30	10	Strychnine N-Oxide	Other	putative	O=C1CC2OCC=C3C[N+]4([O-])CCC56c7ccccc7N1C5C2C3CC64	InChI=1S/C21H22N2O3/c24-18-10-16-19-13-9-17-21(6-7-23(17,25)11-12(13)5-8-26-16)14-3-1-2-4-15(14)22(18)20(19)21/h1-5,13,16-17,19-20H,6-11H2	MS000010144		C21H22N2O3	350.418	350.163	85	H+	351.1703	334.2	120	107			
mr1092	579.2	271.2	6.8	20	30	Apigenin 7-O-rutinoside	Flavonoid	putative	CC1OC(OCC2OC(Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)C(O)C(O)C2O)C(O)C(O)C1O	InChI=1S/C27H30O14/c1-10-20(31)22(33)24(35)26(38-10)37-9-18-21(32)23(34)25(36)27(41-18)39-13-6-14(29)19-15(30)8-16(40-17(19)7-13)11-2-4-12(28)5-3-11/h2-8,10,18,20-29,31-36H,9H2,1H3	MS000010434		C27H30O14	578.523	578.1636	50.4	H+	579.1701	271.2	561.2	543.2	525.2	409.2	
R11-1907	405.1	243.1	4.3	30	10	Secoxyloganin	Other	putative	C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)O	InChI=1S/C17H24O11/c1-3-7-8(4-11(19)20)9(15(24)25-2)6-26-16(7)28-17-14(23)13(22)12(21)10(5-18)27-17/h3,6-8,10,12-14,16-18,21-23H,1,4-5H2,2H3,(H,19,20)	MS000011975		C17H24O11	404.368	404.1319	96.9	H+	405.1389	243.1	155.1	151	181	86.1	225.1
mr1428	217.1	144	5.3	30	40	1,2,3,4-tetrahydro-beta-carboline-3-carboxylic acid	Other	putative	O=C(O)C1Cc2c([nH]c3ccccc23)CN1	InChI=1S/C12H12N2O2/c15-12(16)10-5-8-7-3-1-2-4-9(7)14-11(8)6-13-10/h1-4,10,13-14H,5-6H2,(H,15,16)	MS000015211		C12H12N2O2	216.24	216.0899	13.2	H+	217.0975	144	145.6	149.3	199.2		
mr142	506.3	184.1	13.4	40	60	2-[(11Z,14Z)-icosadienoyl]-sn-glycero-3-phosphoethanolamine	Lipid	putative	CCCCCC=CCC=CCCCCCCCCCC(=O)OC(CO)COP(=O)(O)OCCN	InChI=1S/C25H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)33-24(22-27)23-32-34(29,30)31-21-20-26/h6-7,9-10,24,27H,2-5,8,11-23,26H2,1H3,(H,29,30)	MS000016063		C25H48NO7P	505.633	505.3168	47.6	H+	506.3237	184.1	488.3	125.1	86.1		
mr196	203.1	185.5	8.3	80	10	4-Amino-2-methyl-6-quinolinecarboxylic acid	Other	putative	Cc1cc(N)c2cc(C(=O)O)ccc2n1	InChI=1S/C11H10N2O2/c1-6-4-9(12)8-5-7(11(14)15)2-3-10(8)13-6/h2-5H,1H3,(H2,12,13)(H,14,15)	MS000016149		C11H10N2O2	202.213	202.0742	91.8	H+	203.0815	185.5	175.2	161.2	145.2		
mr1617	445.2	177.2	9.6	30	50	5-Methoxypodophyllotoxin	Other	putative	COc1cc(C2c3cc4c(c(OC)c3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC	InChI=1S/C23H24O9/c1-26-13-5-10(6-14(27-2)20(13)28-3)16-11-7-15-21(32-9-31-15)22(29-4)18(11)19(24)12-8-30-23(25)17(12)16/h5-7,12,16-17,19,24H,8-9H2,1-4H3	MS000016172		C23H24O9	444.436	444.142	114.3	H+	445.1496	177.2	86.2	132.1	145.3		
mr1288	291.2	109.1	10.3	30	20	9,17-Octadecadiene-12,14-diyne-1,11,16-triol	Lipid	putative	C=CC(O)C#CC#CC(O)C=CCCCCCCCCO	InChI=1S/C18H26O3/c1-2-17(20)13-10-11-15-18(21)14-9-7-5-3-4-6-8-12-16-19/h2,9,14,17-21H,1,3-8,12,16H2	MS000016182		C18H26O3	290.403	290.1882	15.7	H+	291.1954	109.1	149.1	131.1	81.1		
mr1001	492.3	184	12.6	10	30	LysoPC 16:2	Lipid	standard	CCCCCCCCC=CCC=CCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C	InChI=1S/C24H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h12-13,15-16,23,26H,5-11,14,17-22H2,1-4H3	MS000016465		C24H46NO7P	491.606	491.3012	17.2	H+	492.3082	184	474	104			
mr1397	384.1	252	4.8	20	10	Succinyladenosine	Nucleic acid derivative	putative	O=C(O)CC(Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O)C(=O)O	InChI=1S/C14H17N5O8/c20-2-6-9(23)10(24)13(27-6)19-4-17-8-11(15-3-16-12(8)19)18-5(14(25)26)1-7(21)22/h3-6,9-10,13,20,23-24H,1-2H2,(H,21,22)(H,25,26)(H,15,16,18)	MS000016505		C14H17N5O8	383.317	383.1077	39	H+	384.1151	252	162.2	136.2	148		
mr876	203.1	143.9	7.8	50	30	N-Acetyltryptamine	Amino acid derivative	putative	CC(=O)NCCc1c[nH]c2ccccc12	InChI=1S/C12H14N2O/c1-9(15)13-7-6-10-8-14-12-5-3-2-4-11(10)12/h2-5,8,14H,6-7H2,1H3,(H,13,15)	MS000016508		C12H14N2O	202.257	202.1106	88.3	H+	203.1174	143.9	117	91.1	127.2		
mr1641	244.2	163.2	9.4	30	20	N-Undecanoylglycine	Amino acid derivative	putative	CCCCCCCCCCC(=O)NCC(=O)O	InChI=1S/C13H25NO3/c1-2-3-4-5-6-7-8-9-10-12(15)14-11-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	MS000016533		C13H25NO3	243.347	243.1834	38.4	H+	244.1898	163.2	209	226.2	145.2		
mr042	625.2	317	6.8	20	10	Petunidin 3-O-rutinoside	Flavonoid	putative	COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)cc(O)c1[O-]	InChI=1S/C28H32O16/c1-9-19(32)22(35)24(37)27(41-9)40-8-18-21(34)23(36)25(38)28(44-18)43-17-7-12-13(30)5-11(29)6-15(12)42-26(17)10-3-14(31)20(33)16(4-10)39-2/h3-7,9,18-19,21-25,27-28,32,34-38H,8H2,1-2H3,(H3-,29,30,31,33)	MS000016568		C28H32O16	624.548	624.169	38.1	protonated	625.1766	317	479	607.2	177.2		
mr1169	387.2	207.2	5.9	80	10	Roseoside	Other	putative	CC1=CC(=O)CC(C)(C)C1(O)C=CC(C)OC1OC(CO)C(O)C(O)C1O	InChI=1S/C19H30O8/c1-10-7-12(21)8-18(3,4)19(10,25)6-5-11(2)26-17-16(24)15(23)14(22)13(9-20)27-17/h5-7,11,13-17,20,22-25H,8-9H2,1-4H3	MS000016607		C19H30O8	386.441	386.1941	3.5	H+	387.2013	207.2	225.2	189.2	133.1		
mr609	213.1	79	9.6	30	40	Vanillactic acid	Polyphenol	putative	COc1cc(CC(O)C(=O)O)ccc1O	InChI=1S/C10H12O5/c1-15-9-5-6(2-3-7(9)11)4-8(12)10(13)14/h2-3,5,8,11-12H,4H2,1H3,(H,13,14)	MS000016670		C10H12O5	212.201	212.0685	114.3	H+	213.0757	79	91.3	80.9	93.1		
mr1097	609.2	301.1	6.9	20	40	Chrysoeriol 7-O-rutinoside	Flavonoid	putative	COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)ccc1O	InChI=1S/C28H32O15/c1-10-21(32)23(34)25(36)27(40-10)39-9-19-22(33)24(35)26(37)28(43-19)41-12-6-14(30)20-15(31)8-16(42-18(20)7-12)11-3-4-13(29)17(5-11)38-2/h3-8,10,19,21-30,32-37H,9H2,1-2H3	MS000016720		C28H32O15	608.549	608.1741	30.7	H+	609.1814	301.1	463.1	327.1	286.1		
mr1062	368.1	206	6.3	30	10	Xanthurenic acid O-hexoside	Amino acid derivative	putative	O=C(O)c1cc(O)c2cccc(OC3OC(CO)C(O)C(O)C3O)c2n1	InChI=1S/C16H17NO9/c18-5-10-12(20)13(21)14(22)16(26-10)25-9-3-1-2-6-8(19)4-7(15(23)24)17-11(6)9/h1-4,10,12-14,16,18,20-22H,5H2,(H,17,19)(H,23,24)	MS000016771		C16H17NO9	367.31	367.0903	6.7	H+	368.0978	206	145.2	85.1	69.2		
mr1091	565.2	367.1	5.9	50	60	C-pentosyl-apigenin O-hexoside	Flavonoid	putative	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)c(C3OCC(O)C(O)C3O)c(O)c12	InChI=1S/C26H28O14/c27-7-16-20(32)22(34)24(36)26(40-16)39-15-6-14-17(11(29)5-13(38-14)9-1-3-10(28)4-2-9)21(33)18(15)25-23(35)19(31)12(30)8-37-25/h1-6,12,16,19-20,22-28,30-36H,7-8H2	MS000031925		C26H28O14	564.496	564.1479	79.5	H+	565.1554	367.1	403	337.1	313.1	283	
mr2098	305.1	130	7.2	60	50	IAA-Glu	Phytohormone derivative	standard	O=C(O)Cc1cn(C2OC(CO)C(O)C(O)C2O)c2ccccc12	InChI=1S/C16H19NO7/c18-7-11-13(21)14(22)15(23)16(24-11)17-6-8(5-12(19)20)9-3-1-2-4-10(9)17/h1-4,6,11,13-16,18,21-23H,5,7H2,(H,19,20)	MS000070884		C16H19NO7	337.328	337.1162	97958.7	H+	305.0979	130	102.1	148.1	158	241.1	269.1
mr1065	403.1	367.1	6.3	40	10	Apigenin 6-C-pentoside	Flavonoid	standard	O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(C3OCC(O)C(O)C3O)c(O)c12	InChI=1S/C20H18O9/c21-9-3-1-8(2-4-9)13-5-10(22)15-14(29-13)6-11(23)16(18(15)26)20-19(27)17(25)12(24)7-28-20/h1-6,12,17,19-21,23-27H,7H2	MS000119932		C20H18O9	402.355	402.0951	5.8	H+	403.1037	367.1	385.1	337.1	313.1	297.1	
mr1146	611.2	465.1	6.4	30	20	C-hexosyl-tricetin O-pentoside	Flavonoid	putative	O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(OC3OCC(O)C(O)C3O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12	InChI=1S/C26H28O16/c27-5-15-20(34)22(36)23(37)25(41-15)17-14(42-26-24(38)19(33)11(31)6-39-26)4-13-16(21(17)35)8(28)3-12(40-13)7-1-9(29)18(32)10(30)2-7/h1-4,11,15,19-20,22-27,29-38H,5-6H2			C26H28O16	596.494	596.1377	23576.9	H+	611.2	465.1	411.2	399.2	315.1		
mr1090	551.1	497.1	6	50	20	di-C,C-pentosyl-luteolin	Flavonoid	putative	O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OCC(O)C(O)C3O)c(O)c(C3OCC(O)C(O)C3O)c(O)c12	InChI=1S/C25H26O14/c26-8-2-1-7(3-9(8)27)13-4-10(28)14-19(33)15(24-21(35)17(31)11(29)5-37-24)20(34)16(23(14)39-13)25-22(36)18(32)12(30)6-38-25/h1-4,11-12,17-18,21-22,24-27,29-36H,5-6H2	MS000244586		C25H26O14	550.469	550.1323	71.9	H+	551.1398	497.1	515.2	407.1	395.1	365.1	
mr0976	426.3	285.2	12.5	70	40	LysoPE 14:0	Lipid	putative	CCCCCCCCCCCCCC(=O)OC(CO)COP(=O)(O)OCCN	InChI=1S/C19H40NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-19(22)27-18(16-21)17-26-28(23,24)25-15-14-20/h18,21H,2-17,20H2,1H3,(H,23,24)	MS000250586		C19H40NO7P	425.503	425.2542	90.7	H+	426.2613	285.2	286.6	290.3	288.5		
mr4032	388.2	226.1	7.2	70	30	N6-benzyladenine-9-glucoside (BA9G)	Phytohormone derivative	standard	OCC1OC(n2cnc3c(NCc4ccccc4)ncnc32)C(O)C(O)C1O	InChI=1S/C18H21N5O5/c24-7-11-13(25)14(26)15(27)18(28-11)23-9-22-12-16(20-8-21-17(12)23)19-6-10-4-2-1-3-5-10/h1-5,8-9,11,13-15,18,24-27H,6-7H2,(H,19,20,21)	MS000251284		C18H21N5O5	387.396	387.1543	99.3	H+	388.2	226.1	136				
mr1566	515.2	177.1	9.1	70	20	(5xi,6S)-4,5-Di-O-acetyl-2,6-anhydro-1-deoxy-1-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl]-6-methyl-D-arabino-hexitol	Flavonoid	putative	CC(=O)OC1C(C)OC(Cc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C1OC(C)=O	InChI=1S/C26H26O11/c1-11-24(35-12(2)27)26(36-13(3)28)23(33)20(34-11)10-17-22(32)21-18(31)8-16(30)9-19(21)37-25(17)14-4-6-15(29)7-5-14/h4-9,11,20,23-24,26,29-31,33H,10H2,1-3H3	MS000251309		C26H26O11	514.483	514.1475	88	H+	515.1558	177.1	145.3	303	285.1	217.2	
mr225	440.3	184.1	11.3	10	30	LysoPC 12:1	Lipid	putative	CCCCCC=CCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C	InChI=1S/C20H40NO7P/c1-5-6-7-8-9-10-11-12-13-14-20(23)26-17-19(22)18-28-29(24,25)27-16-15-21(2,3)4/h9-10,19,22H,5-8,11-18H2,1-4H3	MS000251312		C20H40NO7P	437.514	437.2542	4662.2	H+	440.277	184.1	422.2	257.2	104.2		
mr2142	404.2	242.1	4.5	40	40	Meta-topolin-9-glucoside (mT9G)	Phytohormone derivative	putative	OCC1OC(On2cnc3c(NCc4ccccc4O)ncnc32)C(O)C(O)C1O	InChI=1S/C18H21N5O7/c24-6-11-13(26)14(27)15(28)18(29-11)30-23-8-22-12-16(20-7-21-17(12)23)19-5-9-3-1-2-4-10(9)25/h1-4,7-8,11,13-15,18,24-28H,5-6H2,(H,19,20,21)	MS000251316		C18H21N5O7	419.394	419.1441	38057	H+	404.2	242.1	151	120			
mr1538	413.1	162.1	5.1	40	50	Threonyl carbamoyl adenosine	Nucleic acid derivative	putative	CC(O)C(N)C(=O)C1(O)C(O)C(CO)OC1(C(=N)O)n1cnc2c(N)ncnc21	InChI=1S/C15H21N7O7/c1-5(24)7(16)10(26)14(28)9(25)6(2-23)29-15(14,13(18)27)22-4-21-8-11(17)19-3-20-12(8)22/h3-7,9,23-25,28H,2,16H2,1H3,(H2,18,27)(H2,17,19,20)	MS000251326		C15H21N7O7	411.375	411.1502	2292.5	H+	413.1411	162.1	281.1	201.2	136.1	99	
mr057	342.2	109.1	5.4	10	40	Methyl di-alpha-L-rhamnoside	Sugar	putative	CCC1OC(C)C(OC2OC(C)C(O)C(O)C2O)C(O)C1O	InChI=1S/C14H26O8/c1-4-7-9(16)11(18)13(6(3)20-7)22-14-12(19)10(17)8(15)5(2)21-14/h5-19H,4H2,1-3H3	MS000251334		C14H26O8	322.354	322.1628	59069.4	NH4+	342.176	109.1	254.2	202.2	91.1		
mr1687	330.3	277.2	11.5	80	30	3-[(6-Oxodecanoyl)oxy]-4-(trimethylammonio)butanoate	Lipid	putative	CCCCC(=O)CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	InChI=1S/C17H31NO5/c1-5-6-9-14(19)10-7-8-11-17(22)23-15(12-16(20)21)13-18(2,3)4/h15H,5-13H2,1-4H3	MS000251335		C17H31NO5	329.437	329.2202	220.4	H+	330.2632	277.2	52.3	69.8	74.7		
n03958	625.1	331.1	7	40	40	Tricin 7-O-hexosyl-O-xyloside	Flavonoid	putative	COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OCC(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc(OC)c1O	InChI=1S/C28H32O16/c1-38-17-3-10(4-18(39-2)22(17)33)15-7-13(30)20-12(29)5-11(6-16(20)43-15)42-28-26(37)24(35)23(34)19(44-28)9-41-27-25(36)21(32)14(31)8-40-27/h3-7,14,19,21,23-29,31-37H,8-9H2,1-2H3	MS000251355		C28H32O16	624.548	624.169	122.2	H+	625.1	331.1	493	315			
mr329	295.1	150.2	5.3	70	10	N-[Methyl(7H-purin-6-yl)carbamoyl]-L-threonine	Nucleic acid derivative	putative	CC(O)C(N=C(O)N(C)c1ncnc2[nH]cnc12)C(=O)O	InChI=1S/C11H14N6O4/c1-5(18)6(10(19)20)16-11(21)17(2)9-7-8(13-3-12-7)14-4-15-9/h3-6,18H,1-2H3,(H,16,21)(H,19,20)(H,12,13,14,15)	MS000251378		C11H14N6O4	294.271	294.1077	50.8	H+	295.1138	150.2	201.1	159.1	99		
mr1093	579.1	331.1	8.2	10	40	Tricin O-malonylhexoside	Flavonoid	putative	COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(COC(=O)CC(=O)O)C(O)C(O)C4O)cc3o2)cc(OC)c1O	InChI=1S/C26H26O15/c1-36-16-3-10(4-17(37-2)22(16)32)14-7-13(28)21-12(27)5-11(6-15(21)40-14)39-26-25(35)24(34)23(33)18(41-26)9-38-20(31)8-19(29)30/h3-7,18,23-27,32-35H,8-9H2,1-2H3,(H,29,30)	MS000015162		C26H26O15	578.479	578.1272	59.6	H+	579.1344	331.1	535.1	493.1	315.2	270.2	
IAA-Trp	362	130	9.6	60	50	IAA-Trp	Phytohormone derivative	standard	NC(Cc1c[nH]c2ccccc12)C(=O)NC(=O)Cc1c[nH]c2ccccc12	InChI=1S/C21H20N4O2/c22-17(9-13-11-23-18-7-3-1-5-15(13)18)21(27)25-20(26)10-14-12-24-19-8-4-2-6-16(14)19/h1-8,11-12,17,23-24H,9-10,22H2,(H,25,26,27)	MS000251384		C21H20N4O2	360.417	360.1586	2316.1								
n05889	343.1	163	5.4	70	10	Limonenecarboxylic acid O-hexoside	Other	putative	CC1=CCC(C(C)=CC(=O)OC2OC(CO)C(O)C(O)C2O)CC1	InChI=1S/C17H26O7/c1-9-3-5-11(6-4-9)10(2)7-13(19)24-17-16(22)15(21)14(20)12(8-18)23-17/h3,7,11-12,14-18,20-22H,4-6,8H2,1-2H3	MS000251387		C17H26O7	342.388	342.1679	219.6	H+	343.1	163	181	147	70.1	119	91.1
mr1435	551	303	8.2	30	20	Quercetin O-malonylhexoside	Flavonoid	putative	O=C(O)CC(=O)OCC1OC(Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O	InChI=1S/C24H22O15/c25-10-2-1-8(3-11(10)26)23-21(34)19(32)17-12(27)4-9(5-13(17)38-23)37-24-22(35)20(33)18(31)14(39-24)7-36-16(30)6-15(28)29/h1-5,14,18,20,22,24-27,31,33-35H,6-7H2,(H,28,29)			C24H22O15	550.425	550.0959	187.5	H+	551	303	177	153			
mr1098	611.2	299	5.4	50	40	C-hexosyl-luteolin O-hexoside	Flavonoid	putative	O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(OC3OC(CO)C(O)C(O)C3O)c12	InChI=1S/C27H30O16/c28-6-15-19(34)21(36)23(38)26(41-15)18-12(33)5-14(42-27-24(39)22(37)20(35)16(7-29)43-27)17-11(32)4-13(40-25(17)18)8-1-2-9(30)10(31)3-8/h1-5,15-16,19-24,26-31,33-39H,6-7H2	MS000251396		C27H30O16	610.521	610.1534	64.5	H+	611.1609	299	449.1	353.4	329.6		
mr533	581.2	383.1	5.6	80	50	C-hexosyl-luteolin O-pentoside	Flavonoid	putative	O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(OC3OCC(O)C(O)C3O)c12	InChI=1S/C26H28O15/c27-6-16-20(34)21(35)22(36)25(40-16)18-12(31)5-15(41-26-23(37)19(33)13(32)7-38-26)17-11(30)4-14(39-24(17)18)8-1-2-9(28)10(29)3-8/h1-5,13,16,19-23,25-29,31-37H,6-7H2	MS000251399		C26H28O15	580.495	580.1428	86.1	H+	581.1505	383.2	419.1	365.2	353.2	329.2	299.2
